id,name,brand,category,pack_value,pack_unit,mrp,suggested_sell_price,image_search_query,tags
masala-tata-himalayan-pink-1kg,Tata Himalayan Pink Rock Salt,Tata,masala_spices,1,kg,90,90,tata himalayan pink rock salt 1kg,
masala-annapurna-salt-1kg,Annapurna Iodized Salt,Annapurna,masala_spices,1,kg,28,28,annapurna iodized salt 1kg pack,
masala-patanjali-haldi-200g,Patanjali Haldi Powder,Patanjali,masala_spices,200,g,80,80,patanjali haldi turmeric powder 200g pack,
masala-patanjali-mirch-200g,Patanjali Red Chilli Powder,Patanjali,masala_spices,200,g,145,145,patanjali red chilli powder 200g pack,
masala-patanjali-coriander-200g,Patanjali Dhania Powder,Patanjali,masala_spices,200,g,75,75,patanjali dhania coriander powder 200g,
masala-patanjali-garam-100g,Patanjali Garam Masala,Patanjali,masala_spices,100,g,100,100,patanjali garam masala powder 100g pack,
masala-vandevi-hing-50g,Vandevi Hing (Asafoetida),Vandevi,masala_spices,50,g,140,140,vandevi compounded hing 50g box,
masala-vandevi-hing-25g,Vandevi Hing (Asafoetida),Vandevi,masala_spices,25,g,75,75,vandevi compounded hing 25g box,
masala-tata-sampann-jeera-100g,Tata Sampann Jeera Whole,Tata Sampann,masala_spices,100,g,75,75,tata sampann jeera whole cumin 100g pack,
masala-tata-sampann-mustard-100g,Tata Sampann Mustard Seeds,Tata Sampann,masala_spices,100,g,45,45,tata sampann black mustard seeds 100g,
masala-tata-sampann-saunf-100g,Tata Sampann Saunf,Tata Sampann,masala_spices,100,g,55,55,tata sampann saunf fennel seeds 100g pack,
masala-tata-sampann-elaichi-25g,Tata Sampann Green Cardamom,Tata Sampann,masala_spices,25,g,180,180,tata sampann green cardamom 25g pack,
masala-tata-sampann-laung-25g,Tata Sampann Cloves,Tata Sampann,masala_spices,25,g,75,75,tata sampann laung cloves 25g pack,
masala-tata-sampann-dalchini-50g,Tata Sampann Cinnamon,Tata Sampann,masala_spices,50,g,90,90,tata sampann dalchini cinnamon 50g pack,
masala-tata-sampann-tej-patta-25g,Tata Sampann Bay Leaves,Tata Sampann,masala_spices,25,g,40,40,tata sampann tej patta bay leaves 25g pack,
masala-tata-sampann-kali-mirch-100g,Tata Sampann Black Pepper,Tata Sampann,masala_spices,100,g,165,165,tata sampann black pepper whole 100g pack,
masala-tata-sampann-methi-100g,Tata Sampann Methi Seeds,Tata Sampann,masala_spices,100,g,40,40,tata sampann methi fenugreek seeds 100g,
masala-tata-sampann-ajwain-100g,Tata Sampann Ajwain,Tata Sampann,masala_spices,100,g,85,85,tata sampann ajwain carom seeds 100g pack,
masala-tata-sampann-haldi-200g,Tata Sampann Turmeric,Tata Sampann,masala_spices,200,g,100,100,tata sampann turmeric haldi powder 200g,
masala-tata-sampann-mirch-200g,Tata Sampann Red Chilli,Tata Sampann,masala_spices,200,g,170,170,tata sampann red chilli powder 200g,
masala-tata-sampann-cumin-100g,Tata Sampann Jeera Powder,Tata Sampann,masala_spices,100,g,90,90,tata sampann jeera powder cumin 100g,
masala-tata-sampann-coriander-200g,Tata Sampann Coriander Powder,Tata Sampann,masala_spices,200,g,80,80,tata sampann coriander dhania powder 200g,
masala-tata-sampann-garam-100g,Tata Sampann Garam Masala,Tata Sampann,masala_spices,100,g,105,105,tata sampann garam masala 100g pack,
masala-tata-sampann-chana-100g,Tata Sampann Chana Masala,Tata Sampann,masala_spices,100,g,95,95,tata sampann chana masala 100g pack,
masala-tata-sampann-pav-bhaji-100g,Tata Sampann Pav Bhaji Masala,Tata Sampann,masala_spices,100,g,100,100,tata sampann pav bhaji masala 100g,
masala-tata-sampann-kitchen-king-100g,Tata Sampann Kitchen King,Tata Sampann,masala_spices,100,g,100,100,tata sampann kitchen king masala 100g,
masala-tata-sampann-biryani-100g,Tata Sampann Biryani Masala,Tata Sampann,masala_spices,100,g,105,105,tata sampann biryani masala 100g pack,
masala-tata-sampann-sambar-100g,Tata Sampann Sambar Masala,Tata Sampann,masala_spices,100,g,95,95,tata sampann sambar masala 100g pack,
masala-tata-sampann-chaat-100g,Tata Sampann Chaat Masala,Tata Sampann,masala_spices,100,g,90,90,tata sampann chaat masala 100g pack,
masala-tata-sampann-rajma-100g,Tata Sampann Rajma Masala,Tata Sampann,masala_spices,100,g,95,95,tata sampann rajma masala 100g pack,
masala-tata-sampann-meat-100g,Tata Sampann Meat Masala,Tata Sampann,masala_spices,100,g,95,95,tata sampann meat masala 100g pack,
masala-tata-sampann-chicken-100g,Tata Sampann Chicken Masala,Tata Sampann,masala_spices,100,g,95,95,tata sampann chicken masala 100g pack,
snacks-parle-g-original-800g,Parle-G Original Biscuits,Parle,snacks_biscuits,800,g,80,80,parle g original glucose biscuits 800g pack,bestseller
snacks-parle-g-original-250g,Parle-G Original Biscuits,Parle,snacks_biscuits,250,g,25,25,parle g original glucose biscuits 250g pack,
snacks-parle-g-original-100g,Parle-G Original Biscuits,Parle,snacks_biscuits,100,g,10,10,parle g original glucose biscuits 100g pack,
snacks-parle-g-gold-100g,Parle-G Gold Biscuits,Parle,snacks_biscuits,100,g,15,15,parle g gold premium biscuits 100g pack,
snacks-parle-marie-gold-250g,Parle Marie Gold Biscuits,Parle,snacks_biscuits,250,g,40,40,parle marie gold biscuits 250g pack,
snacks-parle-monaco-200g,Parle Monaco Salted Crackers,Parle,snacks_biscuits,200,g,40,40,parle monaco classic salted crackers 200g,
snacks-parle-monaco-jeera-200g,Parle Monaco Jeera Crackers,Parle,snacks_biscuits,200,g,45,45,parle monaco jeera crackers 200g pack,
snacks-parle-krackjack-200g,Parle Krackjack Original,Parle,snacks_biscuits,200,g,40,40,parle krackjack original biscuits 200g pack,
snacks-parle-hide-and-seek-200g,Parle Hide & Seek Chocolate Chip,Parle,snacks_biscuits,200,g,45,45,parle hide and seek chocolate chip biscuits 200g,
snacks-parle-hide-and-seek-fab-112g,Parle Hide & Seek Fab,Parle,snacks_biscuits,112,g,40,40,parle hide and seek fab chocolate cream 112g,
snacks-parle-20-20-cookies-200g,Parle 20-20 Cashew Cookies,Parle,snacks_biscuits,200,g,40,40,parle 20 20 cashew butter cookies 200g pack,
snacks-parle-20-20-nice-200g,Parle 20-20 Nice,Parle,snacks_biscuits,200,g,30,30,parle 20 20 nice biscuits 200g pack,
snacks-parle-magix-200g,Parle Magix Choco Sandwich,Parle,snacks_biscuits,200,g,45,45,parle magix choco sandwich biscuits 200g,
snacks-britannia-good-day-200g,Britannia Good Day Cashew,Britannia,snacks_biscuits,200,g,50,50,britannia good day cashew biscuits 200g,
snacks-britannia-good-day-butter-200g,Britannia Good Day Butter,Britannia,snacks_biscuits,200,g,40,40,britannia good day butter biscuits 200g,
snacks-britannia-good-day-pista-200g,Britannia Good Day Pista Badam,Britannia,snacks_biscuits,200,g,50,50,britannia good day pista badam 200g,
snacks-britannia-bourbon-150g,Britannia Bourbon Chocolate Cream,Britannia,snacks_biscuits,150,g,40,40,britannia bourbon chocolate cream biscuits 150g,
snacks-britannia-bourbon-300g,Britannia Bourbon Chocolate Cream,Britannia,snacks_biscuits,300,g,75,75,britannia bourbon chocolate cream biscuits 300g,
snacks-britannia-tiger-glucose-300g,Britannia Tiger Glucose Biscuits,Britannia,snacks_biscuits,300,g,30,30,britannia tiger glucose biscuits 300g pack,
snacks-britannia-tiger-krunch-100g,Britannia Tiger Krunch Cashew,Britannia,snacks_biscuits,100,g,25,25,britannia tiger krunch cashew biscuits 100g,
snacks-britannia-marie-gold-250g,Britannia Marie Gold,Britannia,snacks_biscuits,250,g,40,40,britannia marie gold biscuits 250g pack,
snacks-britannia-50-50-300g,Britannia 50-50 Maska Chaska,Britannia,snacks_biscuits,300,g,60,60,britannia 50 50 maska chaska biscuits 300g,
snacks-britannia-nutri-choice-200g,Britannia NutriChoice Hi-Fibre Digestive,Britannia,snacks_biscuits,200,g,75,75,britannia nutri choice hi fibre digestive 200g,
snacks-britannia-treat-200g,Britannia Treat Jim Jam,Britannia,snacks_biscuits,200,g,40,40,britannia treat jim jam biscuits 200g,
snacks-britannia-milk-bikis-200g,Britannia Milk Bikis,Britannia,snacks_biscuits,200,g,30,30,britannia milk bikis classic biscuits 200g,
snacks-britannia-rusk-300g,Britannia Rusk Premium Bake,Britannia,snacks_biscuits,300,g,75,75,britannia rusk premium bake elaichi 300g,
snacks-britannia-cake-200g,Britannia Cake Chocolate,Britannia,snacks_biscuits,200,g,50,50,britannia cake chocolate vanilla 200g pack,
snacks-sunfeast-dark-fantasy-100g,Sunfeast Dark Fantasy Choco Fills,Sunfeast,snacks_biscuits,100,g,40,40,sunfeast dark fantasy choco fills 100g,
snacks-sunfeast-bounce-100g,Sunfeast Bounce Cream Biscuits,Sunfeast,snacks_biscuits,100,g,25,25,sunfeast bounce cream biscuits 100g pack,
snacks-sunfeast-moms-magic-200g,Sunfeast Moms Magic Cashew Almond,Sunfeast,snacks_biscuits,200,g,45,45,sunfeast moms magic cashew almond cookies 200g,
snacks-sunfeast-marie-light-250g,Sunfeast Marie Light Original,Sunfeast,snacks_biscuits,250,g,40,40,sunfeast marie light original biscuits 250g,
snacks-sunfeast-glucose-300g,Sunfeast Glucose Biscuits,Sunfeast,snacks_biscuits,300,g,30,30,sunfeast glucose biscuits 300g pack,
snacks-cadbury-oreo-120g,Cadbury Oreo Original Vanilla,Cadbury,snacks_biscuits,120,g,35,35,cadbury oreo original vanilla biscuits 120g,
snacks-cadbury-oreo-strawberry-120g,Cadbury Oreo Strawberry,Cadbury,snacks_biscuits,120,g,35,35,cadbury oreo strawberry cream biscuits 120g,
snacks-mcvities-digestive-250g,McVities Digestive Original,McVities,snacks_biscuits,250,g,90,90,mcvities digestive original biscuits 250g pack,
snacks-cadbury-dairy-milk-50g,Cadbury Dairy Milk,Cadbury,snacks_biscuits,50,g,45,45,cadbury dairy milk chocolate 50g pack,bestseller
snacks-cadbury-dairy-milk-150g,Cadbury Dairy Milk,Cadbury,snacks_biscuits,150,g,135,135,cadbury dairy milk chocolate 150g pack,
snacks-cadbury-silk-150g,Cadbury Dairy Milk Silk,Cadbury,snacks_biscuits,150,g,180,180,cadbury dairy milk silk chocolate 150g pack,
snacks-cadbury-fruit-nut-150g,Cadbury Fruit & Nut,Cadbury,snacks_biscuits,150,g,180,180,cadbury fruit and nut chocolate 150g pack,
snacks-cadbury-5-star-22g,Cadbury 5 Star,Cadbury,snacks_biscuits,22,g,20,20,cadbury 5 star chocolate 22g pack,
snacks-cadbury-perk-23g,Cadbury Perk,Cadbury,snacks_biscuits,23,g,15,15,cadbury perk chocolate wafer 23g pack,
snacks-cadbury-bournville-80g,Cadbury Bournville Rich Cocoa,Cadbury,snacks_biscuits,80,g,150,150,cadbury bournville rich cocoa dark chocolate 80g,
snacks-cadbury-gems-15g,Cadbury Gems,Cadbury,snacks_biscuits,15,g,10,10,cadbury gems chocolate beans 15g pack,
snacks-nestle-kitkat-37g,Nestle KitKat 4 Fingers,Nestle,snacks_biscuits,37,g,40,40,nestle kitkat 4 fingers chocolate 37g pack,
snacks-nestle-munch-32g,Nestle Munch,Nestle,snacks_biscuits,32,g,20,20,nestle munch chocolate 32g pack,
snacks-nestle-eclairs-100g,Nestle Eclairs Choco,Nestle,snacks_biscuits,100,g,55,55,nestle eclairs choco caramel 100g pack,
snacks-ferrero-rocher-100g,Ferrero Rocher Chocolate,Ferrero Rocher,snacks_biscuits,100,g,350,350,ferrero rocher chocolate 8 piece 100g box,
snacks-lays-classic-salted-52g,Lays Classic Salted,Lays,snacks_biscuits,52,g,20,20,lays classic salted potato chips 52g pack,
snacks-lays-magic-masala-52g,Lays Indias Magic Masala,Lays,snacks_biscuits,52,g,20,20,lays indias magic masala chips 52g pack,bestseller
snacks-lays-cream-onion-52g,Lays American Style Cream & Onion,Lays,snacks_biscuits,52,g,20,20,lays american style cream onion chips 52g,
snacks-lays-spanish-52g,Lays Spanish Tomato Tango,Lays,snacks_biscuits,52,g,20,20,lays spanish tomato tango chips 52g pack,
snacks-bingo-mad-angles-66g,Bingo Mad Angles Masala Madness,Bingo,snacks_biscuits,66,g,20,20,bingo mad angles masala madness 66g pack,
snacks-bingo-tedhe-medhe-50g,Bingo Tedhe Medhe Masala,Bingo,snacks_biscuits,50,g,15,15,bingo tedhe medhe masala tadka 50g pack,
snacks-kurkure-masala-90g,Kurkure Masala Munch,Kurkure,snacks_biscuits,90,g,20,20,kurkure masala munch crunchy snack 90g pack,
snacks-kurkure-green-chutney-90g,Kurkure Green Chutney Style,Kurkure,snacks_biscuits,90,g,20,20,kurkure green chutney style snack 90g pack,
snacks-kurkure-chilli-chatka-90g,Kurkure Chilli Chatka,Kurkure,snacks_biscuits,90,g,20,20,kurkure chilli chatka 90g pack,
snacks-haldirams-aloo-bhujia-200g,Haldirams Aloo Bhujia,Haldirams,snacks_biscuits,200,g,80,80,haldirams aloo bhujia namkeen 200g pack,
snacks-haldirams-moong-dal-200g,Haldirams Moong Dal,Haldirams,snacks_biscuits,200,g,80,80,haldirams moong dal namkeen 200g pack,
snacks-haldirams-bhujia-200g,Haldirams Bhujia Sev,Haldirams,snacks_biscuits,200,g,80,80,haldirams bhujia sev namkeen 200g pack,
snacks-haldirams-navratan-200g,Haldirams Navratan Mix,Haldirams,snacks_biscuits,200,g,90,90,haldirams navratan mix namkeen 200g pack,
snacks-haldirams-mixture-200g,Haldirams Khatta Meetha,Haldirams,snacks_biscuits,200,g,80,80,haldirams khatta meetha mixture namkeen 200g,
snacks-haldirams-soan-papdi-500g,Haldirams Soan Papdi,Haldirams,snacks_biscuits,500,g,200,200,haldirams soan papdi 500g box,
snacks-haldirams-rasgulla-1kg,Haldirams Rasgulla Tin,Haldirams,snacks_biscuits,1,kg,225,225,haldirams rasgulla tin 1kg,
snacks-bikaji-bhujia-200g,Bikaji Bikaneri Bhujia,Bikaji,snacks_biscuits,200,g,75,75,bikaji bikaneri bhujia namkeen 200g pack,
snacks-bikaji-aloo-bhujia-200g,Bikaji Aloo Bhujia,Bikaji,snacks_biscuits,200,g,75,75,bikaji aloo bhujia namkeen 200g pack,
snacks-bikaji-bhujia-mix-200g,Bikaji Bhujia Mix,Bikaji,snacks_biscuits,200,g,75,75,bikaji bhujia mix namkeen 200g pack,
snacks-maggi-masala-70g,Maggi 2-Minute Masala Noodles,Maggi,snacks_biscuits,70,g,14,14,maggi 2 minute masala noodles 70g pack,bestseller
snacks-maggi-masala-280g,Maggi 2-Minute Masala Noodles Family Pack,Maggi,snacks_biscuits,280,g,56,56,maggi 2 minute masala noodles family pack 280g,
snacks-maggi-masala-560g,Maggi 2-Minute Masala Noodles 8-pack,Maggi,snacks_biscuits,560,g,112,112,maggi 2 minute masala noodles 8 pack 560g,
snacks-maggi-atta-noodles-75g,Maggi Atta Masala Noodles,Maggi,snacks_biscuits,75,g,15,15,maggi atta masala noodles 75g pack,
snacks-maggi-oats-72g,Maggi Nutri-licious Oats Masala,Maggi,snacks_biscuits,72,g,18,18,maggi nutri licious oats masala noodles 72g,
snacks-yippee-magic-65g,YiPPee Magic Masala Noodles,YiPPee,snacks_biscuits,65,g,14,14,yippee magic masala noodles 65g pack,
snacks-yippee-power-260g,YiPPee Power Up Atta Noodles,YiPPee,snacks_biscuits,260,g,55,55,yippee power up atta noodles 260g pack,
snacks-top-ramen-65g,Top Ramen Curry Masala,Top Ramen,snacks_biscuits,65,g,14,14,top ramen curry masala noodles 65g pack,
snacks-knorr-soup-43g,Knorr Classic Thick Tomato Soup,Knorr,snacks_biscuits,43,g,55,55,knorr classic thick tomato soup 43g pack,
snacks-knorr-sweet-corn-44g,Knorr Sweet Corn Veg Soup,Knorr,snacks_biscuits,44,g,55,55,knorr sweet corn veg soup 44g pack,
snacks-mtr-poha-80g,MTR Poha Breakfast Mix,MTR,snacks_biscuits,80,g,55,55,mtr ready to eat poha 80g pack,
snacks-mtr-upma-80g,MTR Rava Upma Breakfast Mix,MTR,snacks_biscuits,80,g,55,55,mtr ready to eat rava upma 80g pack,
snacks-uncle-chips-spicy-50g,Uncle Chips Spicy Treat,Uncle Chips,snacks_biscuits,50,g,15,15,uncle chips spicy treat 50g pack,
snacks-cheetos-balls-32g,Cheetos Mast Masala,Cheetos,snacks_biscuits,32,g,20,20,cheetos mast masala flamin hot 32g pack,
snacks-doritos-70g,Doritos Nacho Cheese,Doritos,snacks_biscuits,70,g,50,50,doritos nacho cheese tortilla chips 70g pack,
snacks-pringles-original-110g,Pringles Original,Pringles,snacks_biscuits,110,g,150,150,pringles original potato chips can 110g,
snacks-act-ii-popcorn-30g,Act II Instant Popcorn Butter,Act II,snacks_biscuits,30,g,15,15,act ii instant popcorn butter delight 30g,
snacks-act-ii-popcorn-classic-30g,Act II Classic Salted Popcorn,Act II,snacks_biscuits,30,g,15,15,act ii classic salted popcorn 30g pack,
snacks-mentos-rolls-37g,Mentos Mint Roll,Mentos,snacks_biscuits,37,g,15,15,mentos mint flavour candy roll 37g,
snacks-polo-rolls-13g,Polo The Mint With The Hole,Polo,snacks_biscuits,13,g,5,5,polo the mint with the hole 13g roll,
snacks-tic-tac-15g,Tic Tac Mint,Tic Tac,snacks_biscuits,15,g,30,30,tic tac mint flavour container 15g,
snacks-eclairs-eclairs-100g,Eclairs Original Toffee,Eclairs,snacks_biscuits,100,g,55,55,nestle eclairs original chocolate toffee 100g,
snacks-melody-toffees-100g,Melody Chocolaty Toffees,Melody,snacks_biscuits,100,g,40,40,parle melody chocolaty toffees 100g pack,
snacks-mango-bite-100g,Mango Bite Candy,Mango Bite,snacks_biscuits,100,g,40,40,mango bite parle candy 100g pack,
snacks-five-star-22g,Cadbury 5 Star Chocolate Bar,Cadbury,snacks_biscuits,22,g,20,20,cadbury 5 star chocolate bar 22g pack,
snacks-dairy-milk-shots-30g,Cadbury Dairy Milk Shots,Cadbury,snacks_biscuits,30,g,10,10,cadbury dairy milk shots 30g pack,
snacks-amul-dark-chocolate-150g,Amul Dark Chocolate 55%,Amul,snacks_biscuits,150,g,150,150,amul dark chocolate 55 percent 150g,
beverages-coca-cola-750ml,Coca-Cola,Coca-Cola,beverages,750,ml,40,40,coca cola soft drink 750ml bottle,
beverages-coca-cola-2l,Coca-Cola,Coca-Cola,beverages,2,litre,90,90,coca cola soft drink 2 litre bottle,
beverages-coca-cola-2.25l,Coca-Cola,Coca-Cola,beverages,2.25,litre,100,100,coca cola soft drink 2.25 litre bottle,
beverages-coca-cola-can-300ml,Coca-Cola Can,Coca-Cola,beverages,300,ml,40,40,coca cola can 300ml,
beverages-coca-cola-200ml,Coca-Cola RGB,Coca-Cola,beverages,200,ml,15,15,coca cola small returnable glass bottle 200ml,
beverages-pepsi-750ml,Pepsi,Pepsi,beverages,750,ml,40,40,pepsi soft drink 750ml bottle,
beverages-pepsi-2l,Pepsi,Pepsi,beverages,2,litre,90,90,pepsi soft drink 2 litre bottle,
beverages-pepsi-can-300ml,Pepsi Can,Pepsi,beverages,300,ml,40,40,pepsi can 300ml,
beverages-thums-up-750ml,Thums Up,Thums Up,beverages,750,ml,40,40,thums up cola soft drink 750ml bottle,
beverages-thums-up-2l,Thums Up,Thums Up,beverages,2,litre,90,90,thums up cola soft drink 2 litre bottle,
beverages-sprite-750ml,Sprite,Sprite,beverages,750,ml,40,40,sprite lemon lime soft drink 750ml bottle,
beverages-sprite-2l,Sprite,Sprite,beverages,2,litre,90,90,sprite lemon lime soft drink 2 litre bottle,
beverages-fanta-750ml,Fanta Orange,Fanta,beverages,750,ml,40,40,fanta orange soft drink 750ml bottle,
beverages-fanta-2l,Fanta Orange,Fanta,beverages,2,litre,90,90,fanta orange soft drink 2 litre bottle,
beverages-limca-750ml,Limca,Limca,beverages,750,ml,40,40,limca lemon lime soft drink 750ml bottle,
beverages-mountain-dew-750ml,Mountain Dew,Mountain Dew,beverages,750,ml,40,40,mountain dew citrus soft drink 750ml bottle,
beverages-mirinda-750ml,Mirinda Orange,Mirinda,beverages,750,ml,40,40,mirinda orange soft drink 750ml bottle,
beverages-7up-750ml,7UP Lemon,7UP,beverages,750,ml,40,40,7up lemon flavour soft drink 750ml bottle,
beverages-frooti-200ml,Frooti Mango Drink,Frooti,beverages,200,ml,15,15,frooti mango drink tetra pack 200ml,bestseller
beverages-frooti-1l,Frooti Mango Drink,Frooti,beverages,1,litre,75,75,frooti mango drink 1 litre tetra pack,
beverages-maaza-250ml,Maaza Mango Drink,Maaza,beverages,250,ml,20,20,maaza mango drink 250ml tetra pack,
beverages-maaza-600ml,Maaza Mango Drink,Maaza,beverages,600,ml,40,40,maaza mango drink 600ml bottle,
beverages-slice-250ml,Slice Mango Drink,Slice,beverages,250,ml,20,20,slice mango drink 250ml tetra pack,
beverages-slice-1.2l,Slice Mango Drink,Slice,beverages,1.2,litre,80,80,slice mango drink 1.2 litre pet bottle,
beverages-real-mixed-fruit-1l,Real Mixed Fruit Juice,Real,beverages,1,litre,140,140,real mixed fruit juice 1 litre tetra,
beverages-real-mango-1l,Real Activ Mango Juice,Real,beverages,1,litre,140,140,real activ mango juice 1 litre tetra,
beverages-real-orange-1l,Real Activ Orange Juice,Real,beverages,1,litre,140,140,real activ orange juice 1 litre tetra,
beverages-tropicana-orange-1l,Tropicana 100% Orange Juice,Tropicana,beverages,1,litre,160,160,tropicana 100 percent orange juice 1 litre,
beverages-tropicana-mango-1l,Tropicana Mango Delight,Tropicana,beverages,1,litre,140,140,tropicana mango delight 1 litre tetra,
beverages-bisleri-1l,Bisleri Mineral Water,Bisleri,beverages,1,litre,20,20,bisleri mineral water 1 litre bottle,
beverages-bisleri-500ml,Bisleri Mineral Water,Bisleri,beverages,500,ml,10,10,bisleri mineral water 500ml bottle,
beverages-bisleri-2l,Bisleri Mineral Water,Bisleri,beverages,2,litre,30,30,bisleri mineral water 2 litre bottle,
beverages-aquafina-1l,Aquafina Drinking Water,Aquafina,beverages,1,litre,20,20,aquafina drinking water 1 litre bottle,
beverages-kinley-1l,Kinley Drinking Water,Kinley,beverages,1,litre,20,20,kinley drinking water 1 litre bottle,
beverages-tata-tea-premium-250g,Tata Tea Premium,Tata Tea,beverages,250,g,150,150,tata tea premium 250g pack,bestseller
beverages-tata-tea-premium-500g,Tata Tea Premium,Tata Tea,beverages,500,g,290,290,tata tea premium 500g pack,
beverages-tata-tea-premium-1kg,Tata Tea Premium,Tata Tea,beverages,1,kg,565,565,tata tea premium 1kg pack,
beverages-tata-tea-gold-250g,Tata Tea Gold,Tata Tea,beverages,250,g,180,180,tata tea gold 250g pack,
beverages-tata-tea-gold-500g,Tata Tea Gold,Tata Tea,beverages,500,g,360,360,tata tea gold 500g pack,
beverages-red-label-250g,Brooke Bond Red Label,Brooke Bond,beverages,250,g,160,160,brooke bond red label tea 250g pack,
beverages-red-label-500g,Brooke Bond Red Label,Brooke Bond,beverages,500,g,310,310,brooke bond red label tea 500g pack,
beverages-red-label-1kg,Brooke Bond Red Label,Brooke Bond,beverages,1,kg,610,610,brooke bond red label tea 1kg pack,
beverages-taj-mahal-250g,Brooke Bond Taj Mahal,Brooke Bond,beverages,250,g,180,180,brooke bond taj mahal tea 250g pack,
beverages-3roses-250g,Brooke Bond 3 Roses,Brooke Bond,beverages,250,g,150,150,brooke bond 3 roses tea 250g pack,
beverages-society-tea-250g,Society Tea,Society,beverages,250,g,140,140,society tea premium 250g pack,
beverages-society-tea-500g,Society Tea,Society,beverages,500,g,270,270,society tea premium 500g pack,
beverages-girnar-detox-100g,Girnar Detox Green Tea,Girnar,beverages,100,g,200,200,girnar detox green tea desi kahwa 100g,
beverages-tetley-green-tea-25,Tetley Green Tea,Tetley,beverages,25,piece,135,135,tetley green tea long leaf 25 tea bags,
beverages-bru-instant-coffee-100g,Bru Instant Coffee,Bru,beverages,100,g,265,265,bru instant coffee jar 100g,
beverages-bru-gold-100g,Bru Gold Instant Coffee,Bru,beverages,100,g,355,355,bru gold pure instant coffee 100g jar,
beverages-nescafe-classic-100g,Nescafe Classic Instant Coffee,Nescafe,beverages,100,g,355,355,nescafe classic instant coffee 100g jar,
beverages-nescafe-sunrise-100g,Nescafe Sunrise Coffee,Nescafe,beverages,100,g,200,200,nescafe sunrise coffee chicory mix 100g,
beverages-boost-500g,Boost Health Drink,Boost,beverages,500,g,255,255,boost health energy drink 500g jar,
beverages-bournvita-500g,Cadbury Bournvita,Bournvita,beverages,500,g,255,255,cadbury bournvita health drink 500g pack,
beverages-bournvita-750g,Cadbury Bournvita,Bournvita,beverages,750,g,380,380,cadbury bournvita health drink 750g pack,
beverages-horlicks-500g,Horlicks Classic Malt,Horlicks,beverages,500,g,295,295,horlicks classic malt nutrition drink 500g,
beverages-horlicks-1kg,Horlicks Classic Malt,Horlicks,beverages,1,kg,560,560,horlicks classic malt nutrition drink 1kg jar,
beverages-complan-500g,Complan Royale Chocolate,Complan,beverages,500,g,290,290,complan royale chocolate health drink 500g,
beverages-roohafza-750ml,Rooh Afza Sharbat,Rooh Afza,beverages,750,ml,180,180,rooh afza sharbat hamdard 750ml bottle,
beverages-rasna-750g,Rasna Instant Drink Mango,Rasna,beverages,750,g,225,225,rasna instant drink mix mango 750g pack,
beverages-tang-orange-500g,Tang Orange,Tang,beverages,500,g,180,180,tang orange instant drink mix 500g pack,
personal-dove-soap-100g,Dove Cream Beauty Bathing Bar,Dove,personal_care,100,g,75,75,dove cream beauty bathing bar 100g pack,bestseller
personal-dove-shampoo-340ml,Dove Intense Repair Shampoo,Dove,personal_care,340,ml,295,295,dove intense repair shampoo 340ml bottle,
personal-dove-conditioner-180ml,Dove Intense Repair Conditioner,Dove,personal_care,180,ml,205,205,dove intense repair conditioner 180ml bottle,
personal-lux-soap-100g,Lux Soft Touch Bathing Bar,Lux,personal_care,100,g,38,38,lux soft touch bathing bar 100g pack,
personal-lux-soap-150g,Lux Soft Touch Bathing Bar,Lux,personal_care,150,g,55,55,lux soft touch bathing bar 150g pack,
personal-lifebuoy-soap-125g,Lifebuoy Total 10 Soap,Lifebuoy,personal_care,125,g,32,32,lifebuoy total 10 soap bar 125g pack,
personal-dettol-soap-125g,Dettol Original Soap,Dettol,personal_care,125,g,55,55,dettol original soap bar 125g pack,
personal-dettol-handwash-200ml,Dettol Original Handwash,Dettol,personal_care,200,ml,99,99,dettol original liquid handwash 200ml pump,
personal-dettol-handwash-refill-185ml,Dettol Handwash Refill,Dettol,personal_care,185,ml,55,55,dettol handwash refill pouch 185ml,
personal-savlon-handwash-200ml,Savlon Original Handwash,Savlon,personal_care,200,ml,99,99,savlon original liquid handwash 200ml pump,
personal-pears-soap-125g,Pears Pure & Gentle Soap,Pears,personal_care,125,g,80,80,pears pure and gentle soap 125g pack,
personal-cinthol-soap-100g,Cinthol Original Soap,Cinthol,personal_care,100,g,42,42,cinthol original soap bar 100g pack,
personal-godrej-no1-soap-100g,Godrej No 1 Sandal Rose,Godrej,personal_care,100,g,28,28,godrej no 1 sandal rose soap 100g,
personal-hamam-soap-100g,Hamam Neem Tulsi Soap,Hamam,personal_care,100,g,35,35,hamam neem tulsi aloe vera soap 100g,
personal-medimix-soap-125g,Medimix Ayurvedic Soap,Medimix,personal_care,125,g,40,40,medimix classic ayurvedic soap 125g pack,
personal-pantene-shampoo-340ml,Pantene Pro-V Hair Fall Control,Pantene,personal_care,340,ml,295,295,pantene pro v hair fall control shampoo 340ml,
personal-head-shoulders-340ml,Head & Shoulders Anti-Dandruff Shampoo,Head & Shoulders,personal_care,340,ml,295,295,head and shoulders anti dandruff shampoo 340ml,
personal-clinic-plus-355ml,Clinic Plus Strong & Long Shampoo,Clinic Plus,personal_care,355,ml,160,160,clinic plus strong and long shampoo 355ml,
personal-sunsilk-340ml,Sunsilk Black Shine Shampoo,Sunsilk,personal_care,340,ml,210,210,sunsilk black shine shampoo 340ml bottle,
